0.00323229,0.00450937,0.00310665,0.00243634,0.00411177,0.00392792,0.00457153,0.00228561,0.00367694,0.00271405,0.00254493,0.00372042,0.0043973,0.0035415,0.00235402,0.00456719,0.00224158,0.00424786,0.00140371,0.00374066,0.00367569,0.00423055,0.00548451,0.00491057,0.00477756,0.00497867,0.0036616,0.00138787,0.00692778,0.00405429,0.00361037,0.00433474,0.00403485,0.00417136,0.00355705,0.00326655,0.00409583,0.00302289,0.00605799,0.00118402,0.00403235,0.00117718,0.000665203,0.0017852,0.00170638,0.00442756,0.00390189,0.00341207,0.00309525,0.00652807,0.00429326,0.0033073,0.00169056,0.00512115,0.00641376,0.00332592,0.00152016,0.00278726,0.00337112,0.00162344,0.00372157,0.00178185,0.00302845,0.00409536,0.00444121,0.00393341,0.00161429,0.00658812,0.00161314,0.00255713,0.000261944,0.000186777,4.33978E-05,5.86752E-05,0.00020358,0.00027816,8.20309E-05,0.000289995,8.06209E-05,0.000215476,7.10227E-05,0.000187702,0.000124926,0.000117363,0.000362113,0.000400038,9.70121E-05,0.000172064,5.29774E-05,5.62575E-05,0.0339047,0.0035534,0.00242153,0.002456687
0.66,0.625827,0.592069,0.557701,0.523088,0.487152,0.450763,0.418182,0.411355,0.426149,0.439825,0.410391,0.422934,0.433803,0.394838,0.410153,0.418781,0.428642,0.437582,0.450605,0.460741,0.470992,0.478534,0.481963,0.493239,0.498005,0.509883,0.51489,0.521878,0.526041,0.528027,0.526846,0.535258,0.540094,0.543348,0.545811,0.556055,0.556547,0.557413,0.555578,0.555699,0.554682,0.552025,0.553072,0.550944,0.550123,0.54982,0.545785,0.559703,0.580258,0.578744,0.579337,0.57704,0.574973,0.572413,0.572628,0.571656,0.568792,0.566883,0.565724,0.562327,0.562836,0.568643,0.568145,0.568369,0.575042,0.573074,0.569475,0.560386,0.557868,0.555514,0.554569,0.553741,0.552688,0.551779,0.550995,0.550178,0.549137,0.548209,0.547375,0.546149,0.545413,0.544526,0.543478,0.542035,0.541153,0.540517,0.539319,0.538804,0.53824,0.537195,0.54271,0.544283,0.539974
0.69,0.657128,0.622677,0.589011,0.554136,0.517138,0.481074,0.446967,0.414512,0.421074,0.433545,0.415839,0.426865,0.437952,0.394335,0.40911,0.414044,0.422637,0.433512,0.447429,0.459122,0.468458,0.481376,0.486873,0.494723,0.501974,0.505673,0.512775,0.514452,0.520752,0.520919,0.524058,0.531788,0.542412,0.551568,0.557601,0.563604,0.568752,0.571304,0.57176,0.57369,0.574227,0.572323,0.572718,0.57329,0.572941,0.572385,0.568564,0.569026,0.572324,0.574041,0.576029,0.579774,0.577495,0.576702,0.576529,0.579563,0.580713,0.580881,0.579837,0.577925,0.576615,0.587428,0.586212,0.586573,0.590947,0.591302,0.588959,0.587855,0.587035,0.586542,0.585912,0.584771,0.583874,0.583175,0.58237,0.58134,0.580758,0.57992,0.5791,0.577885,0.577189,0.576311,0.575086,0.574235,0.5734,0.572379,0.57128,0.570618,0.569295,0.568302,0.564849,0.572793,0.575804
0.72,0.685216,0.650281,0.61638,0.580924,0.547576,0.512032,0.478206,0.446247,0.432791,0.445593,0.415902,0.432515,0.441727,0.391431,0.407665,0.416748,0.431301,0.441775,0.450355,0.457729,0.466375,0.477535,0.486728,0.49684,0.49981,0.512484,0.518658,0.522396,0.524641,0.52859,0.527032,0.528499,0.541431,0.544012,0.548573,0.55327,0.552638,0.564311,0.564989,0.569379,0.567443,0.565387,0.566034,0.564155,0.564525,0.562609,0.560566,0.561332,0.56117,0.562693,0.562023,0.563753,0.563001,0.562894,0.5583,0.560941,0.561479,0.564377,0.563094,0.559245,0.559956,0.563699,0.56454,0.563973,0.569451,0.570124,0.567608,0.570188,0.569045,0.567267,0.565947,0.564834,0.563773,0.562892,0.562084,0.561136,0.560014,0.558701,0.557637,0.556629,0.555874,0.554904,0.553754,0.552501,0.551365,0.550409,0.549424,0.54844,0.547292,0.546236,0.548025,0.559195,0.563896
0.75,0.716592,0.682597,0.649023,0.613986,0.579284,0.546533,0.514628,0.482055,0.449646,0.459807,0.435614,0.453723,0.461507,0.418126,0.435978,0.44542,0.454576,0.468038,0.48033,0.487712,0.498965,0.508819,0.523443,0.531281,0.541088,0.557131,0.572529,0.58987,0.597554,0.605479,0.611637,0.619737,0.62175,0.630997,0.630055,0.630604,0.631624,0.629701,0.628591,0.628332,0.626828,0.625596,0.627327,0.627015,0.627185,0.626378,0.622394,0.620205,0.616158,0.613636,0.615051,0.61336,0.612563,0.612491,0.611725,0.611545,0.609498,0.609995,0.608221,0.608634,0.610483,0.611126,0.609476,0.606981,0.615654,0.615324,0.612509,0.613407,0.612489,0.611798,0.611156,0.610289,0.609429,0.608541,0.60762,0.606736,0.605915,0.605198,0.604405,0.603341,0.60235,0.601378,0.600377,0.599687,0.598959,0.598313,0.59764,0.596643,0.595539,0.594451,0.597283,0.599424,0.597133
0.78,0.745782,0.710992,0.677638,0.643842,0.612259,0.579319,0.545909,0.513216,0.481119,0.466337,0.428433,0.446531,0.463739,0.417474,0.437471,0.45009,0.458822,0.471449,0.483356,0.494542,0.508437,0.520142,0.528988,0.54015,0.54646,0.553188,0.563548,0.573063,0.576727,0.582986,0.586089,0.590176,0.600196,0.610093,0.617757,0.624578,0.632517,0.647711,0.653388,0.653815,0.649682,0.646437,0.644188,0.645369,0.644473,0.644341,0.640651,0.646309,0.652536,0.64954,0.650662,0.650375,0.64808,0.647429,0.642609,0.646982,0.645658,0.650152,0.648747,0.646773,0.646642,0.647915,0.648117,0.647147,0.651073,0.650662,0.649006,0.650101,0.650219,0.648369,0.647662,0.646975,0.646286,0.645194,0.644367,0.643632,0.6429,0.642214,0.641551,0.640901,0.640264,0.639173,0.638156,0.637336,0.636726,0.636045,0.635398,0.634758,0.633993,0.633021,0.635369,0.640008,0.638651
0.81,0.77687,0.740938,0.706848,0.673788,0.640948,0.608396,0.57648,0.542051,0.508636,0.480074,0.43443,0.452193,0.462842,0.433262,0.45274,0.465732,0.478234,0.492391,0.505019,0.51563,0.527237,0.53669,0.544974,0.554136,0.560348,0.570009,0.578027,0.585004,0.588098,0.591451,0.599756,0.608352,0.618718,0.623764,0.629281,0.638651,0.641907,0.655708,0.662923,0.667307,0.671483,0.670182,0.66966,0.669892,0.668344,0.667536,0.665551,0.666738,0.672215,0.675048,0.673931,0.675593,0.673044,0.672233,0.6732,0.675961,0.673798,0.674067,0.672171,0.671508,0.671661,0.672337,0.673009,0.671877,0.673333,0.672169,0.670096,0.668049,0.666101,0.665213,0.664346,0.663761,0.663034,0.66247,0.661234,0.660589,0.659621,0.659036,0.658237,0.657537,0.657076,0.656447,0.655434,0.654582,0.653735,0.652967,0.652317,0.65158,0.650935,0.650095,0.657279,0.666306,0.666329
0.84,0.805644,0.772331,0.739357,0.70504,0.672442,0.638907,0.605889,0.572682,0.539578,0.507939,0.446471,0.463927,0.476843,0.452075,0.473285,0.487336,0.49861,0.513632,0.522207,0.533558,0.544147,0.553936,0.564646,0.573866,0.582884,0.591375,0.605091,0.61035,0.61896,0.626554,0.636991,0.643639,0.654151,0.660751,0.661661,0.664963,0.673435,0.686726,0.690795,0.699835,0.699914,0.697203,0.69786,0.703264,0.702687,0.704849,0.700879,0.699515,0.70338,0.707365,0.706766,0.707656,0.707,0.708711,0.707713,0.707695,0.705949,0.704846,0.703677,0.702273,0.70234,0.705711,0.705217,0.705498,0.710152,0.708007,0.706117,0.704789,0.704502,0.702555,0.701974,0.701116,0.700308,0.699645,0.699092,0.698499,0.697928,0.697299,0.696772,0.69612,0.695251,0.69448,0.693863,0.693227,0.692576,0.691876,0.691244,0.690603,0.68997,0.688911,0.689462,0.690078,0.689884
0.87,0.848013,0.813898,0.781046,0.746578,0.714332,0.683146,0.650836,0.617823,0.584203,0.550301,0.520219,0.531217,0.545034,0.509869,0.528054,0.537605,0.551208,0.565039,0.577788,0.59011,0.598208,0.607258,0.617788,0.627466,0.634472,0.644309,0.595542,0.606603,0.617489,0.630275,0.643964,0.655728,0.665751,0.677716,0.685756,0.694599,0.703162,0.706543,0.707309,0.707698,0.704347,0.701546,0.699635,0.700354,0.699375,0.698465,0.694646,0.69488,0.694608,0.692689,0.692082,0.691578,0.689353,0.688971,0.688457,0.686201,0.683955,0.683228,0.680657,0.681574,0.684073,0.688412,0.688878,0.688039,0.692568,0.692689,0.689605,0.687758,0.688588,0.687838,0.687077,0.686439,0.685741,0.685136,0.68386,0.683143,0.682482,0.681804,0.681166,0.680578,0.679973,0.679127,0.678418,0.677635,0.676913,0.67624,0.675549,0.67486,0.674186,0.673423,0.681245,0.684532,0.683245
0.9,0.8771,0.841984,0.8079,0.774572,0.741034,0.708165,0.677635,0.647606,0.614742,0.579706,0.546396,0.539651,0.553927,0.516609,0.537274,0.549146,0.560848,0.578478,0.588146,0.59875,0.612012,0.625444,0.637902,0.646354,0.655552,0.666053,0.672685,0.681092,0.688241,0.692473,0.698072,0.703942,0.714361,0.721356,0.72662,0.730974,0.73612,0.741485,0.740403,0.737385,0.735688,0.732328,0.733787,0.734379,0.7339,0.731674,0.727658,0.72858,0.726709,0.731364,0.733615,0.733358,0.731941,0.730641,0.731954,0.731322,0.729179,0.732227,0.730027,0.729018,0.727137,0.726537,0.727765,0.728728,0.728007,0.72781,0.727113,0.729412,0.72759,0.725361,0.724724,0.724286,0.723878,0.723337,0.722743,0.722046,0.721352,0.720655,0.719871,0.719297,0.718897,0.718225,0.717574,0.716801,0.716196,0.715595,0.714989,0.714509,0.714122,0.71365,0.71991,0.719315,0.720642
0.93,0.90666,0.878908,0.847644,0.815751,0.782287,0.749103,0.718421,0.68743,0.654773,0.620771,0.587264,0.554472,0.56066,0.535884,0.554397,0.564639,0.577218,0.592733,0.604898,0.616534,0.627838,0.640621,0.650101,0.658961,0.667251,0.673836,0.681214,0.693314,0.700531,0.706172,0.714428,0.724856,0.730392,0.739382,0.750858,0.758876,0.765509,0.771352,0.770631,0.769008,0.766461,0.763464,0.760831,0.760894,0.760081,0.760919,0.757958,0.757882,0.75897,0.761407,0.763142,0.763428,0.761961,0.761401,0.763208,0.763174,0.761357,0.764739,0.762314,0.763403,0.764983,0.765655,0.767545,0.768302,0.773348,0.773705,0.77251,0.770972,0.770356,0.770483,0.769895,0.769352,0.768743,0.768132,0.767594,0.767146,0.766639,0.766295,0.765897,0.765312,0.764557,0.76393,0.763332,0.762772,0.762285,0.76189,0.761563,0.76096,0.7603,0.759638,0.763238,0.762267,0.761982
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.959212,0.959212,0.959212,0.959212,0.951891,0.928852,0.90157,0.86714,0.83408,0.801055,0.766571,0.731941,0.700297,0.66758,0.634827,0.600756,0.574142,0.591262,0.602851,0.613987,0.630193,0.644298,0.657975,0.668574,0.679727,0.692907,0.703321,0.711172,0.721494,0.730966,0.743227,0.753783,0.762937,0.773593,0.773138,0.780057,0.78344,0.791287,0.790315,0.790802,0.799338,0.802871,0.80786,0.804818,0.803668,0.807888,0.805329,0.801859,0.80191,0.801184,0.79816,0.794834,0.791215,0.788346,0.786702,0.783146,0.781457,0.788668,0.792385,0.79859,0.801427,0.803434,0.809337,0.809199,0.809077,0.808977,0.808864,0.80875,0.808607,0.808432,0.808246,0.808076,0.807878,0.807686,0.807524,0.807398,0.807265,0.807103,0.806978,0.806839,0.80672,0.806604,0.806482,0.806372,0.806248,0.806099
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.98849,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.986975,0.973857,0.951389,0.922473,0.891181,0.858992,0.826421,0.794513,0.761749,0.728707,0.694624,0.661278,0.627055,0.596516,0.58643,0.595475,0.608332,0.618581,0.6306,0.633789,0.636859,0.637804,0.637018,0.637018,0.637018,0.637018,0.637018,0.63678,0.63635,0.63635,0.63635,0.63635,0.63635,0.63635,0.63635,0.650564,0.657381,0.662283
1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01894,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.01591,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952,1.00952
1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.04879,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.0464,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144,1.03144
1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07815,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.07727,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389,1.06389
1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.10907,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.108,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347,1.09347
1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13881,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.13559,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665,1.12665
1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16812,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.16601,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036,1.15036
